project_id,building_id,designation_id,project_halted,project_general_last_update,building_count,designation_count,gush,helka,X,Y,municipality_id,municipality_name,building_info_last_update,building_street,building_address_number,building_address_entrance,building_migrash,floors_above_ground,building_area,standard_name_id,standard_name,standard_designation_id,standard_designation_name,standard_designation_main_use,main_use_name,route,designation_area,residential_units,designation_info_last_update,certification_status,certificate_date_pre,certificate_insert_date_pre,certificate_score_pre,certificate_stars_pre,certificate_energy_pre,certificate_date_a,certificate_insert_date_a,certificate_score_a,certificate_stars_a,certificate_energy_a,certificate_date_b,certificate_insert_date_b,certificate_score_b,certificate_stars_b,certificate_energy_b,designation_info_status
4947,10635,6735,הבדיקה בוצעה,29/07/2024,1,1,3850,"10,38",181210.08914945,647437.24303533,45,נס ציונה,17/07/2024,ויצמן,,,4003,10,0,5,2016 סיוון התשע״ו - מאי,17,משרדים - חדש + ג.ת.1,40,משרדים,חדש,0,0,17/07/2024,שלב מקדמי,24/05/2020,18/07/2024,55,1,C,,,,,,,,,,,לא סופי
4948,10636,6736,הבדיקה בוצעה,29/07/2024,1,1,6644,73,183185.5773883,668041.6825417,76,תל אביב - יפו,17/07/2024,שטרית בכור,10ג,,,0,0,5,2016 סיוון התשע״ו - מאי,21,התקהלות ציבורית - חדש + ג.ת 1,70,התקהלות ציבורית,חדש,0,0,17/07/2024,שלב מקדמי,23/09/2020,18/07/2024,55.5,1,,,,,,,,,,,,לא סופי
4949,10637,6737,הבדיקה בוצעה,29/07/2024,1,1,6805,11,181815.56208484,656943.0813461,23,חולון,17/07/2024,הכישור,13,,131,9,0,5,2016 סיוון התשע״ו - מאי,17,משרדים - חדש + ג.ת.1,40,משרדים,חדש,0,0,17/07/2024,שלב מקדמי,25/02/2020,18/07/2024,58,1,C,,,,,,,,,,,לא סופי
4950,10638,6738,הבדיקה בוצעה,29/07/2024,1,1,38058,29,179186.16215146,572805.28359372,11,באר שבע,18/07/2024,שדרות ירושלים,,,,0,0,5,2016 סיוון התשע״ו - מאי,17,משרדים - חדש + ג.ת.1,40,משרדים,חדש,0,0,17/07/2024,שלב מקדמי,18/01/2021,18/07/2024,60,1,,,,,,,,,,,,לא סופי
4951,10639,6739,הבדיקה בוצעה,29/07/2024,1,1,6372,13,187418.9259773,666335.16300017,55,פתח תקווה,17/07/2024,הלסינקי,1,,,0,0,5,2016 סיוון התשע״ו - מאי,42,"בריאות - מרפאות - חדש ",60,מוסדות בריאות,חדש,0,0,17/07/2024,שלב א,,,,,,26/05/2021,18/07/2024,58,1,,,,,,,לא סופי
4952,10640,6740,הבדיקה בוצעה,29/07/2024,1,1,"38114, 38113",1,181098.69361565,574191.6932429,11,באר שבע,17/07/2024,שדרות יצחק רגר,151,,,0,0,5,2016 סיוון התשע״ו - מאי,41,"בריאות - בתי חולים- חדש ",60,מוסדות בריאות,חדש,0,0,17/07/2024,שלב א,23/11/2020,18/07/2024,58.5,1,C,22/02/2021,18/07/2024,57,1,,,,,,,לא סופי
4953,10641,6741,הבדיקה בוצעה,29/07/2024,1,1,3695,"35,78,44",182129.24483735,646173.57822362,69,רחובות,17/07/2024,,,,,0,0,5,2016 סיוון התשע״ו - מאי,17,משרדים - חדש + ג.ת.1,40,משרדים,חדש,0,0,17/07/2024,שלב מקדמי,24/06/2020,18/07/2024,61,1,C,,,,,,,,,,,לא סופי
4954,10642,6742,הבדיקה בוצעה,08/08/2024,1,1,472,74,168259.68112353,633503.23586064,8,אשדוד,17/07/2024,יוחנן בן זכאי,1,,,2,0,5,2016 סיוון התשע״ו - מאי,21,התקהלות ציבורית - חדש + ג.ת 1,70,התקהלות ציבורית,חדש,0,0,17/07/2024,שלב מקדמי,11/10/2021,18/07/2024,56,1,C,,,,,,,,,,,לא סופי
4955,10643,6743,הבדיקה בוצעה,29/07/2024,1,1,38113,10,180806.39458844,574139.22053493,11,באר שבע,17/07/2024,שדרות יצחק רגר,151,,101A,1,0,5,2016 סיוון התשע״ו - מאי,41,"בריאות - בתי חולים- חדש ",60,מוסדות בריאות,חדש,0,0,17/07/2024,שלב מקדמי,23/11/2020,18/07/2024,58.5,1,C,,,,,,,,,,,לא סופי
4956,10644,6744,הבדיקה בוצעה,29/07/2024,1,1,38113,1,181169.7047208,574255.96372026,11,באר שבע,17/07/2024,שדרות בן גוריון,2,,,0,0,5,2016 סיוון התשע״ו - מאי,17,משרדים - חדש + ג.ת.1,40,משרדים,חדש,0,0,17/07/2024,שלב א,29/12/2020,18/07/2024,64,0,C,17/04/2024,18/07/2024,56,1,C,,,,,,לא סופי
4957,10645,6745,הבדיקה בוצעה,29/07/2024,1,1,6907,81,178284.09049001,664811.1706562,76,תל אביב - יפו,17/07/2024,בן יהודה,28,,,6,0,5,2016 סיוון התשע״ו - מאי,26,אכסון תיירותי - חדש + ג.ת.1,50,אכסון תיירותי,חדש,0,0,17/07/2024,שלב מקדמי,25/10/2020,18/07/2024,66,2,B,,,,,,,,,,,לא סופי
4958,10646,6746,הבדיקה בוצעה,29/07/2024,1,1,3750,"126,140",180534.97926288,646829.34785604,45,נס ציונה,18/07/2024,"התאנה, שדרות העמק",,,,2,0,5,2016 סיוון התשע״ו - מאי,17,משרדים - חדש + ג.ת.1,40,משרדים,חדש,0,0,17/07/2024,שלב מקדמי,07/01/2021,18/07/2024,61,1,C,,,,,,,,,,,לא סופי
4959,10647,6747,הבדיקה בוצעה,11/08/2024,2,1,2950,15,160229.49731382,623401.75148817,9,אשקלון,17/07/2024,הבלוט,9,,,10,6250,5,2016 סיוון התשע״ו - מאי,11,מגורים - חדש,10,מגורים,חדש,6250,50,17/07/2024,שלב מקדמי,20/07/2019,18/07/2024,62.5,1,C,,,,,,,,,,,לא סופי
4959,10648,6748,הבדיקה בוצעה,11/08/2024,2,1,2950,15,160229.49731382,623401.75148817,9,אשקלון,17/07/2024,הבלוט,9,,,10,6250,5,2016 סיוון התשע״ו - מאי,11,מגורים - חדש,10,מגורים,חדש,6250,50,17/07/2024,שלב מקדמי,20/07/2019,18/07/2024,62.5,1,C,,,,,,,,,,,לא סופי
2243,11021,6750,הבדיקה בוצעה,11/11/2024,2,1,180 181,"6-12, 14-2",168267,631624,8,אשדוד,10/11/2024,הרכבת,1,,200,1,44499,5,2016 סיוון התשע״ו - מאי,32,מסחר - תוספת + ג.ת.1,20,מסחר,תוספת,44499,0,11/11/2024,התקשרות,,,,,,,,,,,,,,,,לא סופי
4548,11024,6752,הבדיקה בוצעה,11/08/2024,5,1,80072,43,198927.69649059,645742.54271012,41,מודיעין-מכבים-רעות,18/07/2024,אריאל שרון,"16, 18, 20",,,3,1875,5,2016 סיוון התשע״ו - מאי,11,מגורים - חדש,10,מגורים,חדש,1875,15,18/07/2024,שלב ב,28/07/2020,18/07/2024,57.5,1,B,09/02/2023,18/07/2024,56.5,1,A,13/08/2023,18/07/2024,57,1,A,לא סופי
4548,11025,6753,הבדיקה בוצעה,11/08/2024,5,1,80072,43,198927.69649059,645742.54271012,41,מודיעין-מכבים-רעות,18/07/2024,אריאל שרון,"16, 18, 20",,,3,1875,5,2016 סיוון התשע״ו - מאי,11,מגורים - חדש,10,מגורים,חדש,1875,15,18/07/2024,שלב ב,28/07/2020,18/07/2024,57.5,1,B,09/02/2023,18/07/2024,56.5,1,A,13/08/2023,18/07/2024,57,1,A,לא סופי
4547,11026,6754,הבדיקה בוצעה,11/08/2024,3,1,80072,40,198963.33114522,645771.3124074,41,מודיעין-מכבים-רעות,18/07/2024,אפרים קציר,"9, 11",,,0,0,5,2016 סיוון התשע״ו - מאי,11,מגורים - חדש,10,מגורים,חדש,0,1,18/07/2024,שלב ב,28/07/2020,18/07/2024,55.5,1,B,23/03/2023,18/07/2024,56,1,B,13/08/2023,18/07/2024,55,1,C,לא סופי
4998,11029,6756,הבדיקה בוצעה,02/12/2024,1,1,6997,168,177270.50995997188,660201,1216,תל אביב - יפו,02/12/2024,נרדור,"6,8,10,12",,,9,1467,5,2016 סיוון התשע״ו - מאי,11,מגורים - חדש,10,מגורים,חדש,1467,71,23/07/2024,התקשרות,,,,,,,,,,,,,,,,לא סופי
5014,12130,6762,הבדיקה בוצעה,02/12/2024,1,1,6355,"427, 428",189898.71651271594,666970.4370881447,55,פתח תקווה,02/12/2024,הרב משה בלוי,"3,5",,,8,5057.23,5,2016 סיוון התשע״ו - מאי,11,מגורים - חדש,10,מגורים,חדש,5057.23,54,23/07/2024,התקשרות,,,,,,,,,,,,,,,,לא סופי
5015,12131,6763,הבדיקה בוצעה,23/07/2024,1,1,"7150 ",347,176609.4886178197,658977.0266839596,16,בת ים,23/07/2024,קלויזנר,8,,,4,500,5,2016 סיוון התשע״ו - מאי,11,מגורים - חדש,10,מגורים,חדש,500,8,23/07/2024,התקשרות,,,,,,,,,,,,,,,,לא סופי
5016,12132,6764,הבדיקה בוצעה,27/06/2024,1,1,10882,150,201760.61410003155,743850.4692058467,24,חיפה,01/10/2024,"שאול ",12,,203,7,1544,5,2016 סיוון התשע״ו - מאי,11,מגורים - חדש,10,מגורים,חדש,1544,32,23/07/2024,התקשרות,,,,,,,,,,,,,,,,לא סופי
5019,12135,6767,הבדיקה בוצעה,10/07/2024,1,1,10770,27,199406.74784428594,744542.8435948084,24,חיפה,14/10/2024,"אביגייל ",3,,,6,1549,5,2016 סיוון התשע״ו - מאי,11,מגורים - חדש,10,מגורים,חדש,1549,23,23/07/2024,התקשרות,,,,,,,,,,,,,,,,לא סופי
5020,12501,6768,הבדיקה בוצעה,02/12/2024,1,1,3999,"40,41,45",188275.0701759156,652864.2433079584,38,לוד,02/12/2024,הרובע הבינלאומי,,,"208,303",12,12029,5,2016 סיוון התשע״ו - מאי,11,מגורים - חדש,10,מגורים,חדש,12029,281,02/12/2024,התקשרות,,,,,,,,,,,,,,,,לא סופי
5022,12503,6770,הבדיקה בוצעה,04/07/2024,1,1,7329,51,184249.70395633782,651655.163631561,67,ראשון לציון,01/10/2024,נרקיסים,,,,10,3819,5,2016 סיוון התשע״ו - מאי,11,מגורים - חדש,10,מגורים,חדש,3819,72,23/07/2024,התקשרות,,,,,,,,,,,,,,,,לא סופי
5023,12504,6771,הבדיקה בוצעה,17/07/2024,1,1,6381,"72,73",188887.83567919594,665490.9892384378,55,פתח תקווה,14/10/2024,הרב קוק,18-20,,,10,1055,5,2016 סיוון התשע״ו - מאי,11,מגורים - חדש,10,מגורים,חדש,1055,36,23/07/2024,התקשרות,,,,,,,,,,,,,,,,לא סופי
5024,12505,6772,הבדיקה בוצעה,30/06/2024,1,1,34574,8,,,13,בית שמש,01/10/2024,פרנק,,,,10,3154,5,2016 סיוון התשע״ו - מאי,11,מגורים - חדש,10,מגורים,חדש,3154,71,23/07/2024,התקשרות,,,,,,,,,,,,,,,,לא סופי
5025,12506,6773,הבדיקה בוצעה,04/07/2024,1,1,6392,31,186564.03266699155,665188.5237725647,17,גבעת שמואל,13/10/2024,מתחם הנשיא מזרח,,,8,23,25380,5,2016 סיוון התשע״ו - מאי,11,מגורים - חדש,10,מגורים,חדש,25380,122,23/07/2024,התקשרות,,,,,,,,,,,,,,,,לא סופי
5026,12507,6774,הבדיקה בוצעה,02/12/2024,1,1,6422,321,182853,674450,670,הרצליה,02/12/2024,צפונית למחלף שבעת הכוכבים,,,,2,939.66,5,2016 סיוון התשע״ו - מאי,21,התקהלות ציבורית - חדש + ג.ת 1,70,התקהלות ציבורית,חדש,939.66,0,23/07/2024,התקשרות,,,,,,,,,,,,,,,,לא סופי
5027,12508,6775,הבדיקה בוצעה,16/07/2024,1,1,15350,169,249005.17756340594,741811.7612063122,25,טבריה,01/10/2024,אין,,,,7,1,5,2016 סיוון התשע״ו - מאי,11,מגורים - חדש,10,מגורים,חדש,1,72,23/07/2024,התקשרות,,,,,,,,,,,,,,,,לא סופי
5040,12884,6785,הבדיקה בוצעה,02/12/2024,1,1,6624,409,184131.70617875282,669895.2398389453,1216,תל אביב - יפו,02/12/2024,שהם מתתיהו,34,,,5,906,5,2016 סיוון התשע״ו - מאי,11,מגורים - חדש,10,מגורים,חדש,906,15,02/12/2024,התקשרות,,,,,,,,,,,,,,,,לא סופי
5050,13259,6794,הבדיקה בוצעה,02/12/2024,1,1,7050,209,176779.7562519422,659951.2872634603,1216,תל אביב - יפו,02/12/2024,"קהילת קנדה ","19,21,23",,,8,,5,2016 סיוון התשע״ו - מאי,11,מגורים - חדש,10,מגורים,חדש,,77,02/12/2024,התקשרות,,,,,,,,,,,,,,,,לא סופי
4663,13625,6795,הבדיקה בוצעה,25/07/2024,1,1,7050,183,176933.07086614,659902.42147151,76,תל אביב - יפו,25/07/2024,הפעמונית,"4 , 6 , 8",,,17,6800,5,2016 סיוון התשע״ו - מאי,11,מגורים - חדש,10,מגורים,חדש,6800,68,17/07/2024,שלב מקדמי,04/01/2022,23/07/2024,66.5,2,B,,,,,,,,,,,לא סופי
5052,13626,6796,הבדיקה בוצעה,29/08/2024,1,1,4228,"44, 35, 26",187150.84289514463,652780.1895320978,38,לוד,29/08/2024,רובע בינלאומי,0,,"324, 341, ",12,16250,5,2016 סיוון התשע״ו - מאי,11,מגורים - חדש,10,מגורים,חדש,16250,401,29/08/2024,התקשרות,,,,,,,,,,,,,,,,לא סופי
5062,13636,6806,הבדיקה בוצעה,22/09/2024,1,1,6891,207-208,179520,661965,0,none,13/10/2024,ישראל מסלנט,26-28,,,7,5455,5,2016 סיוון התשע״ו - מאי,22,מגורים - תוספת,10,מגורים,תוספת,5455,59,22/09/2024,שלב מקדמי,24/07/2024,13/10/2024,63,1,B,,,,,,,,,,,לא סופי
5063,13637,6807,הבדיקה בוצעה,19/06/2024,1,1,6582,464,187142.4363476725,676251.983931446,73,רעננה,01/10/2024,יעקוב דורי,21,,,4,1209,5,2016 סיוון התשע״ו - מאי,11,מגורים - חדש,10,מגורים,חדש,1209,9,08/09/2024,שלב מקדמי,24/07/2024,01/10/2024,63,1,B,,,,,,,,,,,לא סופי
5089,14848,6818,הבדיקה בוצעה,02/12/2024,1,1,6874,98,178778.61028013405,656837.2665064222,23,חולון,02/12/2024,"משה רינת ",10,,206,8,0,5,2016 סיוון התשע״ו - מאי,11,מגורים - חדש,10,מגורים,חדש,0,39,02/12/2024,התקשרות,,,,,,,,,,,,,,,,לא סופי
5100,15332,6822,הבדיקה בוצעה,02/12/2024,1,1,3126,948,180176.6692701719,666212.9843789688,1216,תל אביב - יפו,02/12/2024,"ליפסקי ",5,,,8,746,5,2016 סיוון התשע״ו - מאי,11,מגורים - חדש,10,מגורים,חדש,746,22,02/12/2024,התקשרות,,,,,,,,,,,,,,,,לא סופי
5101,15333,6823,הבדיקה בוצעה,02/12/2024,1,1,6937,13,178634.07526638155,663750.4884380304,1216,תל אביב - יפו,02/12/2024,אלנבי,83,,,2,391,5,2016 סיוון התשע״ו - מאי,22,מגורים - תוספת,10,מגורים,תוספת,391,7,02/12/2024,התקשרות,,,,,,,,,,,,,,,,לא סופי
5105,15697,6826,הבדיקה בוצעה,28/07/2024,1,1,12172,"45,51",211140.6612442278,711617.0170468928,175,ערערה,14/10/2024,-,,,,4,3125,5,2016 סיוון התשע״ו - מאי,63,חינוך - בתי ספר + ג.ת3,30,חינוך,חדש,3125,12,14/08/2024,התקשרות,,,,,,,,,,,,,,,,לא סופי
5107,15699,6828,הבדיקה בוצעה,02/12/2024,1,1,6213,174,180081.88279357343,665963.3640367091,1216,תל אביב - יפו,02/12/2024,"מטמון ",10,,,8,759,5,2016 סיוון התשע״ו - מאי,11,מגורים - חדש,10,מגורים,חדש,759,21,02/12/2024,התקשרות,,,,,,,,,,,,,,,,לא סופי
5108,15700,6829,הבדיקה בוצעה,02/12/2024,1,1,6232,"13,14",185126.14140331344,660700.1934271216,71,רמת גן,02/12/2024,אלמוגים,,,"130,131",13,6087,5,2016 סיוון התשע״ו - מאי,11,מגורים - חדש,10,מגורים,חדש,6087,157,02/12/2024,התקשרות,,,,,,,,,,,,,,,,לא סופי
5111,15703,6832,הבדיקה בוצעה,02/12/2024,1,1,6500,"121, 123, ",187844.51433478342,660502.0745501203,1276,יהוד-מונוסון,02/12/2024,יהוד מונוסון,,,4003,14,7948,5,2016 סיוון התשע״ו - מאי,11,מגורים - חדש,10,מגורים,חדש,7948,204,02/12/2024,התקשרות,,,,,,,,,,,,,,,,לא סופי
5116,15708,6837,הבדיקה בוצעה,11/12/2024,1,1,8267,388,187500.02453821216,693466.8099492542,50,נתניה,11/12/2024,ריינס,19,,,7,1473,5,2016 סיוון התשע״ו - מאי,11,מגורים - חדש,10,מגורים,חדש,1473,10,11/12/2024,התקשרות,,,,,,,,,,,,,,,,לא סופי
5117,16069,6838,הבדיקה בוצעה,20/11/2024,1,1,10774,1,198909.68909416595,744247.9857979441,24,חיפה,20/11/2024,"מעברות ",7,,,6,667,5,2016 סיוון התשע״ו - מאי,11,מגורים - חדש,10,מגורים,חדש,667,17,20/11/2024,התקשרות,,,,,,,,,,,,,,,,לא סופי
5118,16070,6839,הבדיקה בוצעה,29/08/2024,1,1,5809,10 49,186970.9964252203,648182.9310893166,70,רמלה,29/08/2024,"יהודה שטיין ",,,100,24,2560,5,2016 סיוון התשע״ו - מאי,11,מגורים - חדש,10,מגורים,חדש,2560,135,29/08/2024,התקשרות,,,,,,,,,,,,,,,,לא סופי
5119,16071,6840,הבדיקה בוצעה,29/08/2024,2,1,5809,10 11,186970.66569539218,648173.3399243009,70,רמלה,29/08/2024,"יהודה שטיין פינת דוד אלעזר ",,,1001,26,2189,5,2016 סיוון התשע״ו - מאי,11,מגורים - חדש,10,מגורים,חדש,2189,135,29/08/2024,התקשרות,,,,,,,,,,,,,,,,לא סופי
5125,16077,6846,הבדיקה בוצעה,02/12/2024,1,1,6144,592,183232.95734035032,663372.5060416253,71,רמת גן,02/12/2024,עלומים,23-31,,65,9,2611,5,2016 סיוון התשע״ו - מאי,11,מגורים - חדש,10,מגורים,חדש,2611,95,02/12/2024,התקשרות,,,,,,,,,,,,,,,,לא סופי
5127,17519,6848,הבדיקה בוצעה,11/08/2024,5,1,80072,61,199283.77337656,645463.62511306,,,04/08/2024,,,,110,5,1875,5,2016 סיוון התשע״ו - מאי,11,מגורים - חדש,10,מגורים,חדש,1875,15,04/08/2024,שלב א,21/09/2020,04/08/2024,56.5,1,A,12/03/2023,04/08/2024,55.5,1,C,,,,,,לא סופי
5127,17520,6849,הבדיקה בוצעה,11/08/2024,5,1,80072,61,199283.77337656,645463.62511306,,,04/08/2024,,,,110,5,1875,5,2016 סיוון התשע״ו - מאי,11,מגורים - חדש,10,מגורים,חדש,1875,15,04/08/2024,שלב א,21/09/2020,04/08/2024,56.5,1,A,12/03/2023,04/08/2024,55.5,1,C,,,,,,לא סופי
5127,17521,6850,הבדיקה בוצעה,11/08/2024,5,1,80072,61,199283.77337656,645463.62511306,,,04/08/2024,,,,110,5,1875,5,2016 סיוון התשע״ו - מאי,11,מגורים - חדש,10,מגורים,חדש,1875,15,04/08/2024,שלב א,21/09/2020,04/08/2024,56.5,1,A,12/03/2023,04/08/2024,55.5,1,C,,,,,,לא סופי
5127,17522,6851,הבדיקה בוצעה,11/08/2024,5,1,80072,61,199283.77337656,645463.62511306,,,04/08/2024,,,,110,5,1875,5,2016 סיוון התשע״ו - מאי,11,מגורים - חדש,10,מגורים,חדש,1875,15,04/08/2024,שלב א,21/09/2020,04/08/2024,56.5,1,A,12/03/2023,04/08/2024,55.5,1,C,,,,,,לא סופי
5127,17523,6852,הבדיקה בוצעה,11/08/2024,5,1,80072,61,199283.77337656,645463.62511306,,,04/08/2024,,,,110,5,1875,5,2016 סיוון התשע״ו - מאי,11,מגורים - חדש,10,מגורים,חדש,1875,15,04/08/2024,שלב א,21/09/2020,04/08/2024,56.5,1,A,12/03/2023,04/08/2024,55.5,1,C,,,,,,לא סופי
5129,17525,6854,הבדיקה בוצעה,11/08/2024,2,1,4245,33,184321.40841343,650320.21181178,88,באר יעקב,04/08/2024,,,,110,22,10500,5,2016 סיוון התשע״ו - מאי,11,מגורים - חדש,10,מגורים,חדש,10500,84,04/08/2024,שלב מקדמי,19/07/2020,04/08/2024,62,1,C,,,,,,,,,,,לא סופי
5129,17526,6855,הבדיקה בוצעה,11/08/2024,2,1,4245,33,184321.40841343,650320.21181178,88,באר יעקב,04/08/2024,,,,110,22,10500,5,2016 סיוון התשע״ו - מאי,11,מגורים - חדש,10,מגורים,חדש,10500,84,04/08/2024,שלב מקדמי,19/07/2020,04/08/2024,62,1,C,,,,,,,,,,,לא סופי
5130,17527,6856,הבדיקה בוצעה,11/08/2024,3,1,9089,21,188479.25868568,689612.29593152,50,נתניה,04/08/2024,ברוש,,,28,10,4375,5,2016 סיוון התשע״ו - מאי,11,מגורים - חדש,10,מגורים,חדש,4375,35,04/08/2024,שלב א,02/07/2020,04/08/2024,55.5,1,B,24/11/2020,04/08/2024,57,1,A,,,,,,לא סופי
5130,17528,6857,הבדיקה בוצעה,11/08/2024,3,1,9089,21,188479.25868568,689612.29593152,50,נתניה,04/08/2024,ברוש,,,28,10,4375,5,2016 סיוון התשע״ו - מאי,11,מגורים - חדש,10,מגורים,חדש,4375,35,04/08/2024,שלב א,02/07/2020,04/08/2024,55.5,1,B,24/11/2020,04/08/2024,57,1,A,,,,,,לא סופי
5130,17529,6858,הבדיקה בוצעה,11/08/2024,3,1,9089,21,188479.25868568,689612.29593152,50,נתניה,04/08/2024,ברוש,,,28,10,4625,5,2016 סיוון התשע״ו - מאי,11,מגורים - חדש,10,מגורים,חדש,4625,37,04/08/2024,שלב א,02/07/2020,04/08/2024,55.5,1,B,24/11/2020,04/08/2024,57,1,A,,,,,,לא סופי
5131,17530,6859,הבדיקה בוצעה,11/08/2024,3,1,7082,1.2.3,178443.44866355,662434.11881519,76,תל אביב - יפו,04/08/2024,דרך שלמה,58-60,,,18,8375,5,2016 סיוון התשע״ו - מאי,11,מגורים - חדש,10,מגורים,חדש,8375,67,04/08/2024,שלב מקדמי,13/01/2020,04/08/2024,65,2,B,,,,,,,,,,,לא סופי
5131,17531,6860,הבדיקה בוצעה,11/08/2024,3,1,7082,1.2.3,178443.44866355,662434.11881519,76,תל אביב - יפו,04/08/2024,דרך שלמה,58-60,,,18,8375,5,2016 סיוון התשע״ו - מאי,11,מגורים - חדש,10,מגורים,חדש,8375,67,04/08/2024,שלב מקדמי,13/01/2020,04/08/2024,65,2,B,,,,,,,,,,,לא סופי
5131,17532,6861,הבדיקה בוצעה,11/08/2024,3,1,7082,1.2.3,178443.44866355,662434.11881519,76,תל אביב - יפו,04/08/2024,דרך שלמה,58-60,,,18,8625,5,2016 סיוון התשע״ו - מאי,11,מגורים - חדש,10,מגורים,חדש,8625,69,04/08/2024,שלב מקדמי,13/01/2020,04/08/2024,65,2,B,,,,,,,,,,,לא סופי
5132,17533,6862,הבדיקה בוצעה,11/08/2024,4,1,38464,18,182613.43809443,570820.53425432,11,באר שבע,04/08/2024,,,,231,4,1500,5,2016 סיוון התשע״ו - מאי,11,מגורים - חדש,10,מגורים,חדש,1500,12,04/08/2024,שלב א,26/05/2019,04/08/2024,60.5,1,C,08/10/2020,04/08/2024,56,1,B,,,,,,לא סופי
5132,17534,6863,הבדיקה בוצעה,11/08/2024,4,1,38464,18,182613.43809443,570820.53425432,11,באר שבע,04/08/2024,,,,231,4,1500,5,2016 סיוון התשע״ו - מאי,11,מגורים - חדש,10,מגורים,חדש,1500,12,04/08/2024,שלב א,26/05/2019,04/08/2024,60.5,1,C,08/10/2020,04/08/2024,56,1,B,,,,,,לא סופי
5132,17535,6864,הבדיקה בוצעה,11/08/2024,4,1,38464,18,182613.43809443,570820.53425432,11,באר שבע,04/08/2024,,,,231,4,1500,5,2016 סיוון התשע״ו - מאי,11,מגורים - חדש,10,מגורים,חדש,1500,12,04/08/2024,שלב א,26/05/2019,04/08/2024,60.5,1,C,08/10/2020,04/08/2024,56,1,B,,,,,,לא סופי
5132,17536,6865,הבדיקה בוצעה,11/08/2024,4,1,38464,18,182613.43809443,570820.53425432,11,באר שבע,04/08/2024,,,,231,4,1750,5,2016 סיוון התשע״ו - מאי,11,מגורים - חדש,10,מגורים,חדש,1750,14,04/08/2024,שלב א,26/05/2019,04/08/2024,60.5,1,C,08/10/2020,04/08/2024,56,1,B,,,,,,לא סופי
5133,17537,6866,הבדיקה בוצעה,11/08/2024,8,1,38464,19,182482.74438541,570854.20153156,11,באר שבע,04/08/2024,,,,241,4,1500,5,2016 סיוון התשע״ו - מאי,11,מגורים - חדש,10,מגורים,חדש,1500,12,04/08/2024,שלב א,26/05/2019,04/08/2024,60.5,1,C,08/10/2020,04/08/2024,57,1,B,,,,,,לא סופי
5133,17538,6867,הבדיקה בוצעה,11/08/2024,8,1,38464,19,182482.74438541,570854.20153156,11,באר שבע,04/08/2024,,,,241,4,1500,5,2016 סיוון התשע״ו - מאי,11,מגורים - חדש,10,מגורים,חדש,1500,12,04/08/2024,שלב א,26/05/2019,04/08/2024,60.5,1,C,08/10/2020,04/08/2024,57,1,B,,,,,,לא סופי
5133,17539,6868,הבדיקה בוצעה,11/08/2024,8,1,38464,19,182482.74438541,570854.20153156,11,באר שבע,04/08/2024,,,,241,4,1500,5,2016 סיוון התשע״ו - מאי,11,מגורים - חדש,10,מגורים,חדש,1500,12,04/08/2024,שלב א,26/05/2019,04/08/2024,60.5,1,C,08/10/2020,04/08/2024,57,1,B,,,,,,לא סופי
5133,17540,6869,הבדיקה בוצעה,11/08/2024,8,1,38464,19,182482.74438541,570854.20153156,11,באר שבע,04/08/2024,,,,241,4,1500,5,2016 סיוון התשע״ו - מאי,11,מגורים - חדש,10,מגורים,חדש,1500,12,04/08/2024,שלב א,26/05/2019,04/08/2024,60.5,1,C,08/10/2020,04/08/2024,57,1,B,,,,,,לא סופי
5133,17541,6870,הבדיקה בוצעה,11/08/2024,8,1,38464,19,182482.74438541,570854.20153156,11,באר שבע,04/08/2024,,,,241,4,1500,5,2016 סיוון התשע״ו - מאי,11,מגורים - חדש,10,מגורים,חדש,1500,12,04/08/2024,שלב א,26/05/2019,04/08/2024,60.5,1,C,08/10/2020,04/08/2024,57,1,B,,,,,,לא סופי
5133,17542,6871,הבדיקה בוצעה,11/08/2024,8,1,38464,19,182482.74438541,570854.20153156,11,באר שבע,04/08/2024,,,,241,4,1500,5,2016 סיוון התשע״ו - מאי,11,מגורים - חדש,10,מגורים,חדש,1500,12,04/08/2024,שלב א,26/05/2019,04/08/2024,60.5,1,C,08/10/2020,04/08/2024,57,1,B,,,,,,לא סופי
5133,17543,6872,הבדיקה בוצעה,11/08/2024,8,1,38464,19,182482.74438541,570854.20153156,11,באר שבע,04/08/2024,,,,241,4,1500,5,2016 סיוון התשע״ו - מאי,11,מגורים - חדש,10,מגורים,חדש,1500,12,04/08/2024,שלב א,26/05/2019,04/08/2024,60.5,1,C,08/10/2020,04/08/2024,57,1,B,,,,,,לא סופי
5133,17544,6873,הבדיקה בוצעה,11/08/2024,8,1,38464,19,182482.74438541,570854.20153156,11,באר שבע,04/08/2024,,,,241,4,2000,5,2016 סיוון התשע״ו - מאי,11,מגורים - חדש,10,מגורים,חדש,2000,16,04/08/2024,שלב א,26/05/2019,04/08/2024,60.5,1,C,08/10/2020,04/08/2024,57,1,B,,,,,,לא סופי
5134,17545,6874,הבדיקה בוצעה,11/08/2024,8,1,38464,20,182323.79399494,570892.37072581,11,באר שבע,04/08/2024,,,,251,4,1500,5,2016 סיוון התשע״ו - מאי,11,מגורים - חדש,10,מגורים,חדש,1500,12,04/08/2024,שלב א,26/05/2019,04/08/2024,59.5,1,C,08/10/2020,04/08/2024,57,1,B,,,,,,לא סופי
